country,continent,year,lifeExp,pop,gdpPercap,pop_rel,pop_perc
Austria,Europe,1957,67.48,6965860,8842.59803,1,0
Austria,Europe,1962,69.54,7129864,10750.72111,1.0235439701630524,2.354397016305243
Austria,Europe,1967,70.14,7376998,12834.6024,1.0590218580333226,5.9021858033322605
Austria,Europe,1972,70.63,7544201,16661.6256,1.0830250679743778,8.30250679743778
Austria,Europe,1977,72.17,7568430,19749.4223,1.0865033176090246,8.650331760902464
Austria,Europe,1982,73.18,7574613,21597.08362,1.0873909323471904,8.739093234719043
Austria,Europe,1987,74.94,7578903,23687.82607,1.0880067931310706,8.800679313107063
Austria,Europe,1992,76.04,7914969,27042.01868,1.1362515181183659,13.625151811836588
Austria,Europe,1997,77.51,8069876,29095.92066,1.158489547593549,15.848954759354905
Austria,Europe,2002,78.98,8148312,32417.60769,1.1697496073708056,16.974960737080558
Austria,Europe,2007,79.829,8199783,36126.4927,1.177138644761738,17.713864476173804
Bahrain,Asia,1957,53.832,138655,11635.79945,1,0
Bahrain,Asia,1962,56.923,171863,12753.27514,1.2395009195485196,23.95009195485196
Bahrain,Asia,1967,59.923,202182,14804.6727,1.4581659514622625,45.81659514622625
Bahrain,Asia,1972,63.3,230800,18268.65839,1.6645631243013235,66.45631243013234
Bahrain,Asia,1977,65.593,297410,19340.10196,2.1449641195773683,114.49641195773683
Bahrain,Asia,1982,69.052,377967,19211.14731,2.7259529046915003,172.59529046915003
Bahrain,Asia,1987,70.75,454612,18524.02406,3.2787277775774406,227.87277775774407
Bahrain,Asia,1992,72.601,529491,19035.57917,3.8187660019472793,281.8766001947279
Bahrain,Asia,1997,73.925,598561,20292.01679,4.316908874544733,331.69088745447334
Bahrain,Asia,2002,74.795,656397,23403.55927,4.734030507374419,373.40305073744184
Bahrain,Asia,2007,75.635,708573,29796.04834,5.110331398074357,411.0331398074357
Bangladesh,Asia,1957,39.348,51365468,661.6374577,1,0
Bangladesh,Asia,1962,41.216,56839289,686.3415538,1.1065661662033333,10.656616620333326
Bangladesh,Asia,1967,43.453,62821884,721.1860862,1.2230373137065547,22.303731370655466
Bangladesh,Asia,1972,45.252,70759295,630.2336265,1.3775654686919234,37.75654686919234
Bangladesh,Asia,1977,46.923,80428306,659.8772322,1.5658049878957592,56.58049878957592
Bangladesh,Asia,1982,50.009,93074406,676.9818656,1.812003465051657,81.2003465051657
Bangladesh,Asia,1987,52.819,103764241,751.9794035,2.0201167251118983,102.01167251118983
Bangladesh,Asia,1992,56.018,113704579,837.8101643,2.213638528514916,121.36385285149159
Bangladesh,Asia,1997,59.412,123315288,972.7700352,2.4007430050087346,140.07430050087345
Bangladesh,Asia,2002,62.013,135656790,1136.39043,2.641011467081347,164.1011467081347
Bangladesh,Asia,2007,64.062,150448339,1391.253792,2.9289782583115955,192.89782583115957
Belgium,Europe,1957,69.24,8989111,9714.960623,1,0
Belgium,Europe,1962,70.25,9218400,10991.20676,1.0255074166955997,2.550741669559975
Belgium,Europe,1967,70.94,9556500,13149.04119,1.0631195899127288,6.311958991272881
Belgium,Europe,1972,71.44,9709100,16672.14356,1.0800956846566918,8.009568465669181
Belgium,Europe,1977,72.8,9821800,19117.97448,1.092633075729068,9.26330757290681
Belgium,Europe,1982,73.93,9856303,20979.84589,1.096471386325077,9.647138632507701
Belgium,Europe,1987,75.35,9870200,22525.56308,1.0980173679021208,9.801736790212079
Belgium,Europe,1992,76.46,10045622,25575.57069,1.1175323121496663,11.75323121496663
Belgium,Europe,1997,77.53,10199787,27561.19663,1.1346825064236052,13.468250642360523
Belgium,Europe,2002,78.32,10311970,30485.88375,1.1471623834659512,14.716238346595123
Belgium,Europe,2007,79.441,10392226,33692.60508,1.1560905188510855,15.60905188510855
Benin,Africa,1957,40.358,1925173,959.6010805,1,0
Benin,Africa,1962,42.618,2151895,949.4990641,1.1177670785950147,11.776707859501467
Benin,Africa,1967,44.885,2427334,1035.831411,1.2608394154707134,26.083941547071344
Benin,Africa,1972,47.014,2761407,1085.796879,1.434368235997492,43.43682359974921
Benin,Africa,1977,49.19,3168267,1029.161251,1.645705087283065,64.57050872830649
Benin,Africa,1982,50.904,3641603,1277.897616,1.8915718223764826,89.15718223764826
Benin,Africa,1987,52.337,4243788,1225.85601,2.2043670880487105,120.43670880487105
Benin,Africa,1992,53.919,4981671,1191.207681,2.587648486655485,158.7648486655485
Benin,Africa,1997,54.777,6066080,1232.975292,3.1509272153723327,215.09272153723327
Benin,Africa,2002,54.406,7026113,1372.877931,3.6496008410672705,264.96008410672704
Benin,Africa,2007,56.728,8078314,1441.284873,4.196149644733227,319.6149644733227
Bolivia,Americas,1957,41.89,3211738,2127.686326,1,0
Bolivia,Americas,1962,43.428,3593918,2180.972546,1.118994762337401,11.899476233740103
Bolivia,Americas,1967,45.032,4040665,2586.886053,1.2580929702235986,25.809297022359857
Bolivia,Americas,1972,46.714,4565872,2980.331339,1.4216203189674874,42.16203189674874
Bolivia,Americas,1977,50.023,5079716,3548.097832,1.5816097078902451,58.16097078902451
Bolivia,Americas,1982,53.859,5642224,3156.510452,1.7567510176732972,75.67510176732972
Bolivia,Americas,1987,57.251,6156369,2753.69149,1.9168341253240457,91.68341253240457
Bolivia,Americas,1992,59.957,6893451,2961.699694,2.1463304291944114,114.63304291944114
Bolivia,Americas,1997,62.05,7693188,3326.143191,2.3953348623081956,139.53348623081956
Bolivia,Americas,2002,63.883,8445134,3413.26269,2.6294591900086495,162.94591900086493
Bolivia,Americas,2007,65.554,9119152,3822.137084,2.8393200192543726,183.93200192543725
Bosnia and Herzegovina,Europe,1957,58.45,3076000,1353.989176,1,0
Bosnia and Herzegovina,Europe,1962,61.93,3349000,1709.683679,1.0887516254876464,8.875162548764637
Bosnia and Herzegovina,Europe,1967,64.79,3585000,2172.352423,1.1654746423927178,16.547464239271783
Bosnia and Herzegovina,Europe,1972,67.45,3819000,2860.16975,1.2415474642392719,24.154746423927186
Bosnia and Herzegovina,Europe,1977,69.86,4086000,3528.481305,1.3283485045513654,32.83485045513655
Bosnia and Herzegovina,Europe,1982,70.69,4172693,4126.613157,1.3565321846553966,35.65321846553966
Bosnia and Herzegovina,Europe,1987,71.14,4338977,4314.114757,1.4105907022106632,41.05907022106632
Bosnia and Herzegovina,Europe,1992,72.178,4256013,2546.781445,1.383619310793238,38.361931079323796
Bosnia and Herzegovina,Europe,1997,73.244,3607000,4766.355904,1.172626788036411,17.262678803641094
Bosnia and Herzegovina,Europe,2002,74.09,4165416,6018.975239,1.3541664499349806,35.41664499349806
Bosnia and Herzegovina,Europe,2007,74.852,4552198,7446.298803,1.479908322496749,47.99083224967491
Botswana,Africa,1957,49.618,474639,918.2325349,1,0
Botswana,Africa,1962,51.52,512764,983.6539764,1.0803242042899972,8.032420428999721
Botswana,Africa,1967,53.298,553541,1214.709294,1.166235812902016,16.623581290201606
Botswana,Africa,1972,56.024,619351,2263.611114,1.304888557408894,30.4888557408894
Botswana,Africa,1977,59.319,781472,3214.857818,1.6464555167190222,64.64555167190223
Botswana,Africa,1982,61.484,970347,4551.14215,2.044389525513074,104.43895255130742
Botswana,Africa,1987,63.622,1151184,6205.88385,2.425388558462326,142.5388558462326
Botswana,Africa,1992,62.745,1342614,7954.111645,2.8287056057340423,182.87056057340422
Botswana,Africa,1997,52.556,1536536,8647.142313,3.2372729590278086,223.72729590278087
Botswana,Africa,2002,46.634,1630347,11003.60508,3.43492001289401,243.49200128940097
Botswana,Africa,2007,50.728,1639131,12569.85177,3.453426709562425,245.3426709562425
Brazil,Americas,1957,53.285,65551171,2487.365989,1,0
Brazil,Americas,1962,55.665,76039390,3336.585802,1.1600004826763506,16.00004826763506
Brazil,Americas,1967,57.632,88049823,3429.864357,1.3432227320546264,34.322273205462636
Brazil,Americas,1972,59.504,100840058,4985.711467,1.5383410618248148,53.83410618248148
Brazil,Americas,1977,61.489,114313951,6660.118654,1.7438887704996147,74.38887704996147
Brazil,Americas,1982,63.336,128962939,7030.835878,1.9673628561112966,96.73628561112966
Brazil,Americas,1987,65.205,142938076,7807.095818,2.1805571711297116,118.05571711297117
Brazil,Americas,1992,67.057,155975974,6950.283021,2.3794536637644503,137.94536637644504
Brazil,Americas,1997,69.388,168546719,7957.980824,2.5712236170426306,157.12236170426306
Brazil,Americas,2002,71.006,179914212,8131.212843,2.744637651095508,174.46376510955082
Brazil,Americas,2007,72.39,190010647,9065.800825,2.89866136792583,189.866136792583
Bulgaria,Europe,1957,66.61,7651254,3008.670727,1,0
Bulgaria,Europe,1962,69.51,8012946,4254.337839,1.047272251058454,4.727225105845401
Bulgaria,Europe,1967,70.42,8310226,5577.0028,1.0861260128078352,8.612601280783515
Bulgaria,Europe,1972,70.9,8576200,6597.494398,1.1208881576797738,12.08881576797738
Bulgaria,Europe,1977,70.81,8797022,7612.240438,1.1497490476724468,14.974904767244679
Bulgaria,Europe,1982,71.08,8892098,8224.191647,1.1621752460446353,16.217524604463527
Bulgaria,Europe,1987,71.34,8971958,8239.854824,1.172612750798758,17.261275079875805
Bulgaria,Europe,1992,71.19,8658506,6302.623438,1.1316453485925313,13.16453485925313
Bulgaria,Europe,1997,70.32,8066057,5970.38876,1.054213727579819,5.4213727579818904
Bulgaria,Europe,2002,72.14,7661799,7696.777725,1.001378205454949,0.1378205454948933
Bulgaria,Europe,2007,73.005,7322858,10680.79282,0.957079453903896,-4.292054609610396
Burkina Faso,Africa,1957,34.906,4713416,617.1834648,1,0
Burkina Faso,Africa,1962,37.814,4919632,722.5120206,1.0437508592494276,4.3750859249427565
Burkina Faso,Africa,1967,40.697,5127935,794.8265597,1.0879444971545054,8.794449715450536
Burkina Faso,Africa,1972,43.591,5433886,854.7359763,1.1528551691596922,15.285516915969222
Burkina Faso,Africa,1977,46.137,5889574,743.3870368,1.2495340958659282,24.953409586592823
Burkina Faso,Africa,1982,48.122,6634596,807.1985855,1.4075982259999966,40.759822599999666
Burkina Faso,Africa,1987,49.557,7586551,912.0631417,1.609565334356229,60.95653343562291
Burkina Faso,Africa,1992,50.26,8878303,931.7527731,1.8836238940080825,88.36238940080825
Burkina Faso,Africa,1997,50.324,10352843,946.2949618,2.1964628201711878,119.64628201711878
Burkina Faso,Africa,2002,50.65,12251209,1037.645221,2.599220819889439,159.9220819889439
Burkina Faso,Africa,2007,52.295,14326203,1217.032994,3.0394522783475932,203.94522783475932
Burundi,Africa,1957,40.533,2667518,379.5646281,1,0
Burundi,Africa,1962,42.045,2961915,355.2032273,1.1103636414074807,11.036364140748066
Burundi,Africa,1967,43.548,3330989,412.9775136,1.2487222204311275,24.872222043112746
Burundi,Africa,1972,44.057,3529983,464.0995039,1.3233211547213553,32.33211547213553
Burundi,Africa,1977,45.91,3834415,556.1032651,1.437446720134597,43.744672013459706
Burundi,Africa,1982,47.471,4580410,559.603231,1.7171055640486774,71.71055640486775
Burundi,Africa,1987,48.211,5126023,621.8188189,1.9216451397891223,92.16451397891223
Burundi,Africa,1992,44.736,5809236,631.6998778,2.17776824748699,117.776824748699
Burundi,Africa,1997,45.326,6121610,463.1151478,2.294871112397367,129.48711123973672
Burundi,Africa,2002,47.36,7021078,446.4035126,2.6320639635796272,163.20639635796272
Burundi,Africa,2007,49.58,8390505,430.0706916,3.1454351948140555,214.54351948140555
Cambodia,Asia,1957,41.366,5322536,434.0383364,1,0
Cambodia,Asia,1962,43.415,6083619,496.9136476,1.1429925509193362,14.299255091933617
Cambodia,Asia,1967,45.415,6960067,523.4323142,1.3076599200080563,30.765992000805632
Cambodia,Asia,1972,40.317,7450606,421.6240257,1.3998225657844305,39.98225657844306
Cambodia,Asia,1977,31.22,6978607,524.9721832,1.3111432219528436,31.11432219528436
Cambodia,Asia,1982,50.957,7272485,624.4754784,1.3663571275046331,36.63571275046331
Cambodia,Asia,1987,53.914,8371791,683.8955732,1.572895138708315,57.2895138708315
Cambodia,Asia,1992,55.803,10150094,682.3031755,1.907003353288733,90.7003353288733
Cambodia,Asia,1997,56.534,11782962,734.28517,2.2137871871604062,121.37871871604062
Cambodia,Asia,2002,56.752,12926707,896.2260153,2.428674413850841,142.8674413850841
Cambodia,Asia,2007,59.723,14131858,1713.778686,2.655098622160564,165.5098622160564
Cameroon,Africa,1957,40.428,5359923,1313.048099,1,0
Cameroon,Africa,1962,42.643,5793633,1399.607441,1.0809172072061484,8.091720720614838
Cameroon,Africa,1967,44.799,6335506,1508.453148,1.182014368489995,18.201436848999506
Cameroon,Africa,1972,47.049,7021028,1684.146528,1.3099121013492172,30.991210134921722
Cameroon,Africa,1977,49.355,7959865,1783.432873,1.4850707743376164,48.50707743376164
Cameroon,Africa,1982,52.961,9250831,2367.983282,1.7259261000577806,72.59261000577806
Cameroon,Africa,1987,54.985,10780667,2602.664206,2.01134736450505,101.13473645050499
Cameroon,Africa,1992,54.314,12467171,1793.163278,2.3259981533316805,132.59981533316804
Cameroon,Africa,1997,52.199,14195809,1694.337469,2.648509875981427,164.85098759814272
Cameroon,Africa,2002,49.856,15929988,1934.011449,2.972055382138885,197.2055382138885
Cameroon,Africa,2007,50.43,17696293,2042.09524,3.3015946311169024,230.15946311169023
Canada,Americas,1957,69.96,17010154,12489.95006,1,0
Canada,Americas,1962,71.3,18985849,13462.48555,1.1161479784368795,11.614797843687953
Canada,Americas,1967,72.13,20819767,16076.58803,1.223961111698342,22.3961111698342
Canada,Americas,1972,72.88,22284500,18970.57086,1.3100704438066817,31.00704438066817
Canada,Americas,1977,74.21,23796400,22090.88306,1.3989526491059399,39.89526491059399
Canada,Americas,1982,75.76,25201900,22898.79214,1.4815797670026973,48.157976700269735
Canada,Americas,1987,76.86,26549700,26626.51503,1.5608147933287377,56.081479332873776
Canada,Americas,1992,77.95,28523502,26342.88426,1.6768514852951948,67.68514852951948
Canada,Americas,1997,78.61,30305843,28954.92589,1.7816324884536612,78.16324884536611
Canada,Americas,2002,79.77,31902268,33328.96507,1.8754837845677352,87.54837845677352
Canada,Americas,2007,80.653,33390141,36319.23501,1.9629534806092879,96.29534806092879
Central African Republic,Africa,1957,37.464,1392284,1190.844328,1,0
Central African Republic,Africa,1962,39.475,1523478,1193.068753,1.0942293382671926,9.422933826719259
Central African Republic,Africa,1967,41.478,1733638,1136.056615,1.2451755532635582,24.517555326355822
Central African Republic,Africa,1972,43.457,1927260,1070.013275,1.384243444584582,38.424344458458194
Central African Republic,Africa,1977,46.775,2167533,1109.374338,1.5568181491707151,55.68181491707151
Central African Republic,Africa,1982,48.295,2476971,956.7529907,1.7790702184324463,77.90702184324462
Central African Republic,Africa,1987,50.485,2840009,844.8763504,2.0398201803655,103.98201803655
Central African Republic,Africa,1992,49.396,3265124,747.9055252,2.3451565916149293,134.51565916149292
Central African Republic,Africa,1997,46.066,3696513,740.5063317,2.6549992673908482,165.49992673908483
Central African Republic,Africa,2002,43.308,4048013,738.6906068,2.90746212697984,190.74621269798402
Central African Republic,Africa,2007,44.741,4369038,706.016537,3.1380364925546798,213.80364925546797
Chad,Africa,1957,39.881,2894855,1308.495577,1,0
Chad,Africa,1962,41.716,3150417,1389.817618,1.0882814510571341,8.828145105713414
Chad,Africa,1967,43.601,3495967,1196.810565,1.207648396897254,20.7648396897254
Chad,Africa,1972,45.569,3899068,1104.103987,1.3468957857992887,34.68957857992887
Chad,Africa,1977,47.383,4388260,1133.98495,1.5158824880693507,51.58824880693507
Chad,Africa,1982,49.517,4875118,797.9081006,1.6840629323403071,68.40629323403071
Chad,Africa,1987,51.051,5498955,952.386129,1.899561463354814,89.95614633548139
Chad,Africa,1992,51.724,6429417,1058.0643,2.2209806708798885,122.09806708798885
Chad,Africa,1997,51.573,7562011,1004.961353,2.6122244464748667,161.22244464748667
Chad,Africa,2002,50.525,8835739,1156.18186,3.052221613863216,205.2221613863216
Chad,Africa,2007,50.651,10238807,1704.063724,3.536898048434205,253.6898048434205
Chile,Americas,1957,56.074,7048426,4315.622723,1,0
Chile,Americas,1962,57.924,7961258,4519.094331,1.1295086307212419,12.950863072124186
Chile,Americas,1967,60.523,8858908,5106.654313,1.2568633053677516,25.68633053677516
Chile,Americas,1972,63.441,9717524,5494.024437,1.3786800060041773,37.86800060041773
Chile,Americas,1977,67.052,10599793,4756.763836,1.503852491322176,50.3852491322176
Chile,Americas,1982,70.565,11487112,5095.665738,1.6297414486581827,62.974144865818275
Chile,Americas,1987,72.492,12463354,5547.063754,1.7682464141639567,76.82464141639566
Chile,Americas,1992,74.126,13572994,7596.125964,1.9256773072456177,92.56773072456177
Chile,Americas,1997,75.816,14599929,10118.05318,2.071374374931368,107.13743749313677
Chile,Americas,2002,77.86,15497046,10778.78385,2.198653429857957,119.86534298579569
Chile,Americas,2007,78.553,16284741,13171.63885,2.310408167724255,131.04081677242553
China,Asia,1957,50.54896,637408000,575.9870009,1,0
China,Asia,1962,44.50136,665770000,487.6740183,1.0444958331241527,4.449583312415273
China,Asia,1967,58.38112,754550000,612.7056934,1.1837786786485265,18.377867864852647
China,Asia,1972,63.11888,862030000,676.9000921,1.3523990913198454,35.23990913198454
China,Asia,1977,63.96736,943455000,741.2374699,1.4801430167177068,48.014301671770674
China,Asia,1982,65.525,1000281000,962.4213805,1.5692947060595412,56.92947060595412
China,Asia,1987,67.274,1084035000,1378.904018,1.7006924920929765,70.06924920929765
China,Asia,1992,68.69,1164970000,1655.784158,1.8276676791003565,82.76676791003565
China,Asia,1997,70.426,1230075000,2289.234136,1.9298079095336111,92.98079095336111
China,Asia,2002,72.028,1280400000,3119.280896,2.0087604799437724,100.87604799437725
China,Asia,2007,72.961,1318683096,4959.114854,2.0688210628043575,106.88210628043575
Colombia,Americas,1957,55.118,14485993,2323.805581,1,0
Colombia,Americas,1962,57.863,17009885,2492.351109,1.1742298232506394,17.42298232506394
Colombia,Americas,1967,59.963,19764027,2678.729839,1.3643543110921013,36.43543110921013
Colombia,Americas,1972,61.623,22542890,3264.660041,1.5561853440078288,55.618534400782885
Colombia,Americas,1977,63.837,25094412,3815.80787,1.732322527009367,73.2322527009367
Colombia,Americas,1982,66.653,27764644,4397.575659,1.9166545227517369,91.66545227517369
Colombia,Americas,1987,67.768,30964245,4903.2191,2.1375300264193142,113.75300264193142
Colombia,Americas,1992,68.421,34202721,5444.648617,2.361089156953203,136.10891569532032
Colombia,Americas,1997,70.313,37657830,6117.361746,2.5996029405785297,159.96029405785296
Colombia,Americas,2002,71.682,41008227,5755.259962,2.8308882242315043,183.08882242315042
Colombia,Americas,2007,72.889,44227550,7006.580419,3.0531251809938054,205.31251809938053
Comoros,Africa,1957,42.46,170928,1211.148548,1,0
Comoros,Africa,1962,44.467,191689,1406.648278,1.1214604979874567,12.146049798745672
Comoros,Africa,1967,46.472,217378,1876.029643,1.2717518487316297,27.175184873162973
Comoros,Africa,1972,48.944,250027,1937.577675,1.4627620986614247,46.27620986614247
Comoros,Africa,1977,50.939,304739,1172.603047,1.7828500889263315,78.28500889263314
Comoros,Africa,1982,52.933,348643,1267.100083,2.039706777122531,103.9706777122531
Comoros,Africa,1987,54.926,395114,1315.980812,2.3115814846017035,131.15814846017037
Comoros,Africa,1992,57.939,454429,1246.90737,2.6585989422446876,165.85989422446877
Comoros,Africa,1997,60.66,527982,1173.618235,3.0889146307217072,208.89146307217072
Comoros,Africa,2002,62.974,614382,1075.811558,3.5943906206121876,259.43906206121875
Comoros,Africa,2007,65.152,710960,986.1478792,4.159412150145091,315.94121501450905
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602303,1,0
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335,1.1225131808252855,12.25131808252855
"Congo, Dem. Rep.",Africa,1967,44.056,19941073,861.5932424,1.2800847378201419,28.008473782014185
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685,1.4769398787977763,47.69398787977763
"Congo, Dem. Rep.",Africa,1977,47.804,26480870,795.757282,1.6998963662185713,69.98963662185713
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181,1.9673018857702036,96.73018857702036
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812,2.2776864734035303,127.76864734035303
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807,2.6750754207939798,167.50754207939798
"Congo, Dem. Rep.",Africa,1997,42.587,47798986,312.188423,3.068378139023845,206.83781390238448
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.1658765,3.5550194980951257,255.50194980951258
"Congo, Dem. Rep.",Africa,2007,46.462,64606759,277.5518587,4.147325781111382,314.7325781111382
"Congo, Rep.",Africa,1957,45.053,940458,2315.056572,1,0
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157,1.1142698557511341,11.426985575113413
"Congo, Rep.",Africa,1967,52.04,1179760,2677.939642,1.254452617767088,25.445261776708804
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683,1.4253246822292969,42.53246822292969
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978,1.6340644664620856,63.40644664620856
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522,1.8870964997905275,88.70964997905276
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194937,2.1947763749152007,119.47763749152007
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529,2.561595520480447,156.15955204804467
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164376,2.978279731790255,197.82797317902552
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197,3.53954668895368,253.954668895368
"Congo, Rep.",Africa,2007,55.322,3800610,3632.557798,4.041233101318719,304.1233101318719
Costa Rica,Americas,1957,60.026,1112300,2990.010802,1,0
Costa Rica,Americas,1962,62.842,1345187,3460.937025,1.2093742695316012,20.93742695316012
Costa Rica,Americas,1967,65.424,1588717,4161.727834,1.4283170008091342,42.831700080913414
Costa Rica,Americas,1972,67.849,1834796,5118.146939,1.649551380023375,64.95513800233749
Costa Rica,Americas,1977,70.75,2108457,5926.876967,1.8955830261620066,89.55830261620066
Costa Rica,Americas,1982,73.45,2424367,5262.734751,2.179598130000899,117.95981300008988
Costa Rica,Americas,1987,74.752,2799811,5629.915318,2.517136563876652,151.7136563876652
Costa Rica,Americas,1992,75.713,3173216,6160.416317,2.8528418592106446,185.28418592106445
Costa Rica,Americas,1997,77.26,3518107,6677.045314,3.162911984176931,216.2911984176931
